class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
lay,0.09646,0.7063,0.2884,0.08016,0.70736,0.32386,0.08006,0.70532,0.32379,0.07993,0.70334,0.32364,0.0798,0.71617,0.28759,0.07933,0.72106,0.28756,0.07888,0.72634,0.28736,0.08487,0.71111,0.46454,0.08499,0.74498,0.30103,0.11384,0.70226,0.34043,0.11242,0.71356,0.29217,0.19748,0.69668,0.55304,0.15643,0.76991,0.20448,0.28107,0.66092,0.49546,0.21099,0.79542,-0.10898,0.17726,0.63975,0.40883,0.07845,0.79567,-0.35699,0.15085,0.63467,0.39794,0.04508,0.79117,-0.39515,0.14274,0.63982,0.42982,0.03997,0.78709,-0.36542,0.15101,0.64403,0.41611,0.05112,0.78557,-0.34963,0.42737,0.71614,0.12577,0.37866,0.74363,-0.12597,0.60441,0.71173,-0.03309,0.50285,0.68668,-0.3754,0.68482,0.8276,-0.2033,0.62378,0.84912,-0.56496,0.71559,0.86591,-0.22857,0.60877,0.86945,-0.58446,0.78387,0.85814,-0.31724,0.70299,0.88164,-0.66058
lay,0.15874,0.68238,0.16556,0.14432,0.68131,0.20605,0.14475,0.67888,0.20597,0.14532,0.67664,0.20583,0.1426,0.69165,0.17789,0.14212,0.6973,0.17781,0.14203,0.70339,0.17778,0.1542,0.67916,0.38155,0.15104,0.71783,0.25271,0.17773,0.67936,0.2286,0.17737,0.69133,0.19076,0.26318,0.6664,0.46637,0.22083,0.74768,0.17034,0.37592,0.63939,0.2981,0.26325,0.76232,-0.1666,0.26867,0.62386,0.11901,0.16138,0.7715,-0.44051,0.23917,0.62663,0.09458,0.13197,0.77044,-0.48151,0.22881,0.62835,0.13882,0.12988,0.76818,-0.47915,0.23572,0.6308,0.13032,0.13994,0.76671,-0.44552,0.50168,0.70442,0.10686,0.4624,0.7491,-0.10683,0.64208,0.64147,-0.0788,0.43939,0.70264,-0.51788,0.74995,0.78533,-0.09716,0.62501,0.81072,-0.5881,0.74456,0.81266,-0.10232,0.6461,0.84023,-0.59579,0.83105,0.80163,-0.20961,0.71243,0.83574,-0.72014
lay,0.195,0.68731,-0.179,0.18004,0.68103,-0.16795,0.17917,0.67582,-0.168,0.17867,0.67006,-0.16808,0.18439,0.69284,-0.14177,0.1863,0.69674,-0.14183,0.18829,0.70065,-0.14193,0.18707,0.6531,-0.0706,0.1998,0.70127,0.05242,0.20983,0.67036,-0.14228,0.21493,0.69059,-0.10662,0.29327,0.59346,-0.06561,0.28859,0.71575,0.10748,0.39359,0.6276,-0.38045,0.34836,0.73813,-0.12874,0.26665,0.65025,-0.59602,0.22311,0.75145,-0.48659,0.23313,0.6605,-0.64358,0.19298,0.75539,-0.54421,0.22465,0.65749,-0.61312,0.18721,0.75312,-0.52753,0.23776,0.65362,-0.59005,0.19628,0.75032,-0.49279,0.5678,0.64445,-0.0421,0.51485,0.70904,0.04219,0.63057,0.62247,-0.59749,0.409,0.74589,-0.49749,0.76583,0.76266,-0.52681,0.65204,0.78085,-0.45694,0.77113,0.78309,-0.52141,0.68252,0.77742,-0.45755,0.83349,0.77901,-0.73552,0.72247,0.81799,-0.64802
lay,0.19368,0.74461,-0.26758,0.17607,0.73656,-0.29143,0.17538,0.73334,-0.2914,0.17484,0.7299,-0.29154,0.17662,0.73985,-0.23595,0.1762,0.73905,-0.23595,0.17575,0.73835,-0.236,0.17907,0.70624,-0.30146,0.17835,0.71845,-0.04718,0.2075,0.73397,-0.26628,0.20819,0.73837,-0.19326,0.26854,0.64309,-0.36267,0.25786,0.72988,0.10837,0.37882,0.69913,-0.66178,0.29613,0.76869,-0.13223,0.24359,0.7425,-0.75057,0.21267,0.77724,-0.59427,0.20709,0.75409,-0.80766,0.17602,0.78093,-0.65629,0.20226,0.73614,-0.78061,0.17506,0.7768,-0.65246,0.21166,0.73208,-0.7414,0.1869,0.77303,-0.61101,0.52315,0.66165,-0.16699,0.49224,0.72247,0.167,0.47036,0.75899,-0.73475,0.40098,0.80106,-0.13525,0.69208,0.80592,-0.67448,0.61544,0.81822,-0.11417,0.73086,0.79516,-0.67302,0.64605,0.80454,-0.12173,0.74929,0.86553,-0.85737,0.68246,0.86392,-0.2657
lay,0.15874,0.68238,0.16556,0.14432,0.68131,0.20605,0.14475,0.67888,0.20597,0.14532,0.67664,0.20583,0.1426,0.69165,0.17789,0.14212,0.6973,0.17781,0.14203,0.70339,0.17778,0.1542,0.67916,0.38155,0.15104,0.71783,0.25271,0.17773,0.67936,0.2286,0.17737,0.69133,0.19076,0.26318,0.6664,0.46637,0.22083,0.74768,0.17034,0.37592,0.63939,0.2981,0.26325,0.76232,-0.1666,0.26867,0.62386,0.11901,0.16138,0.7715,-0.44051,0.23917,0.62663,0.09458,0.13197,0.77044,-0.48151,0.22881,0.62835,0.13882,0.12988,0.76818,-0.47915,0.23572,0.6308,0.13032,0.13994,0.76671,-0.44552,0.50168,0.70442,0.10686,0.4624,0.7491,-0.10683,0.64208,0.64147,-0.0788,0.43939,0.70264,-0.51788,0.74995,0.78533,-0.09716,0.62501,0.81072,-0.5881,0.74456,0.81266,-0.10232,0.6461,0.84023,-0.59579,0.83105,0.80163,-0.20961,0.71243,0.83574,-0.72014
lay,0.195,0.68731,-0.179,0.18004,0.68103,-0.16795,0.17917,0.67582,-0.168,0.17867,0.67006,-0.16808,0.18439,0.69284,-0.14177,0.1863,0.69674,-0.14183,0.18829,0.70065,-0.14193,0.18707,0.6531,-0.0706,0.1998,0.70127,0.05242,0.20983,0.67036,-0.14228,0.21493,0.69059,-0.10662,0.29327,0.59346,-0.06561,0.28859,0.71575,0.10748,0.39359,0.6276,-0.38045,0.34836,0.73813,-0.12874,0.26665,0.65025,-0.59602,0.22311,0.75145,-0.48659,0.23313,0.6605,-0.64358,0.19298,0.75539,-0.54421,0.22465,0.65749,-0.61312,0.18721,0.75312,-0.52753,0.23776,0.65362,-0.59005,0.19628,0.75032,-0.49279,0.5678,0.64445,-0.0421,0.51485,0.70904,0.04219,0.63057,0.62247,-0.59749,0.409,0.74589,-0.49749,0.76583,0.76266,-0.52681,0.65204,0.78085,-0.45694,0.77113,0.78309,-0.52141,0.68252,0.77742,-0.45755,0.83349,0.77901,-0.73552,0.72247,0.81799,-0.64802
lay,0.19368,0.74461,-0.26758,0.17607,0.73656,-0.29143,0.17538,0.73334,-0.2914,0.17484,0.7299,-0.29154,0.17662,0.73985,-0.23595,0.1762,0.73905,-0.23595,0.17575,0.73835,-0.236,0.17907,0.70624,-0.30146,0.17835,0.71845,-0.04718,0.2075,0.73397,-0.26628,0.20819,0.73837,-0.19326,0.26854,0.64309,-0.36267,0.25786,0.72988,0.10837,0.37882,0.69913,-0.66178,0.29613,0.76869,-0.13223,0.24359,0.7425,-0.75057,0.21267,0.77724,-0.59427,0.20709,0.75409,-0.80766,0.17602,0.78093,-0.65629,0.20226,0.73614,-0.78061,0.17506,0.7768,-0.65246,0.21166,0.73208,-0.7414,0.1869,0.77303,-0.61101,0.52315,0.66165,-0.16699,0.49224,0.72247,0.167,0.47036,0.75899,-0.73475,0.40098,0.80106,-0.13525,0.69208,0.80592,-0.67448,0.61544,0.81822,-0.11417,0.73086,0.79516,-0.67302,0.64605,0.80454,-0.12173,0.74929,0.86553,-0.85737,0.68246,0.86392,-0.2657
lay,0.16428,0.75531,-0.23119,0.14811,0.74648,-0.25637,0.1475,0.74326,-0.25634,0.14693,0.73992,-0.25648,0.14838,0.74967,-0.20278,0.14799,0.74885,-0.20281,0.14752,0.74822,-0.20286,0.15318,0.71803,-0.28028,0.1525,0.72913,-0.03383,0.18063,0.74475,-0.23487,0.18161,0.74903,-0.16391,0.24586,0.66042,-0.33372,0.24909,0.73744,0.12198,0.36455,0.70275,-0.64235,0.29524,0.77064,0.07638,0.21667,0.75704,-0.78644,0.19716,0.78738,-0.12277,0.18101,0.76567,-0.84771,0.1585,0.79133,-0.14504,0.17206,0.751,-0.82011,0.15547,0.78631,-0.14827,0.1818,0.74652,-0.77954,0.17017,0.78149,-0.13411,0.49288,0.6694,-0.1629,0.48079,0.7249,0.16319,0.43651,0.78347,-0.67699,0.40112,0.82799,-0.14892,0.66692,0.80208,-0.6665,0.62678,0.82161,-0.1107,0.71389,0.78683,-0.66925,0.66301,0.80826,-0.11511,0.71225,0.86343,-0.85312,0.69287,0.87321,-0.2562
lay,0.16372,0.76563,-0.20865,0.14602,0.75552,-0.23451,0.14513,0.75253,-0.23447,0.14431,0.74927,-0.23458,0.14606,0.75772,-0.18189,0.14502,0.75642,-0.18193,0.14399,0.75522,-0.18198,0.15034,0.72737,-0.27272,0.14892,0.7362,-0.0314,0.17799,0.75576,-0.21821,0.17907,0.75854,-0.14848,0.24664,0.67104,-0.33035,0.24879,0.74264,0.10168,0.36149,0.71987,-0.62483,0.29476,0.77878,0.0672,0.21372,0.76715,-0.7442,0.20056,0.79351,-0.11515,0.18173,0.77004,-0.80061,0.15878,0.79892,-0.13414,0.17576,0.76062,-0.76448,0.15585,0.79411,-0.14037,0.1854,0.75768,-0.7338,0.17215,0.78891,-0.1274,0.49272,0.68331,-0.15347,0.47655,0.73944,0.15377,0.44108,0.77115,-0.63487,0.4004,0.8238,-0.15892,0.66707,0.81957,-0.61225,0.63134,0.83679,-0.13472,0.70987,0.80812,-0.61025,0.65508,0.82234,-0.13742,0.71127,0.88107,-0.76497,0.69451,0.8904,-0.26289
lay,0.16158,0.77859,-0.30695,0.14326,0.76727,-0.33513,0.14239,0.76407,-0.33504,0.14155,0.76088,-0.33517,0.14334,0.76995,-0.28273,0.14245,0.76875,-0.28278,0.14149,0.76769,-0.2828,0.14735,0.74005,-0.36379,0.14539,0.75061,-0.12389,0.17714,0.76845,-0.31138,0.17766,0.77191,-0.24207,0.24753,0.68368,-0.40927,0.2403,0.7655,0.01768,0.36575,0.7283,-0.7264,0.2693,0.80763,-0.1186,0.21813,0.76869,-0.86166,0.17995,0.81735,-0.39274,0.18457,0.77072,-0.92345,0.146,0.81999,-0.42368,0.17253,0.76234,-0.88835,0.14238,0.8146,-0.41832,0.18231,0.76157,-0.85256,0.15524,0.81063,-0.40291,0.49315,0.69646,-0.15468,0.48161,0.75015,0.15484,0.42781,0.80838,-0.6338,0.39332,0.85512,-0.10866,0.6582,0.82809,-0.6184,0.62675,0.85319,-0.06645,0.70374,0.81142,-0.61856,0.66476,0.83856,-0.06846,0.70522,0.88961,-0.78878,0.69562,0.90429,-0.19237
lay,0.14045,0.78749,-0.26048,0.12356,0.77414,-0.28525,0.12318,0.771,-0.2852,0.12294,0.76781,-0.28535,0.12359,0.77694,-0.23553,0.12304,0.77601,-0.23557,0.12251,0.77532,-0.23563,0.13234,0.74782,-0.31315,0.12988,0.75934,-0.08503,0.15606,0.77884,-0.26569,0.15699,0.78305,-0.19977,0.2292,0.69416,-0.36493,0.2273,0.77922,0.04991,0.34518,0.73742,-0.66761,0.26234,0.81171,0.01118,0.20033,0.78388,-0.81105,0.17116,0.82457,-0.15432,0.15969,0.79001,-0.87116,0.13382,0.83018,-0.17103,0.15992,0.77496,-0.83622,0.13164,0.82488,-0.1728,0.16965,0.7747,-0.8025,0.1458,0.81986,-0.16427,0.48193,0.70731,-0.15253,0.4652,0.76488,0.15277,0.41977,0.8251,-0.62736,0.38415,0.86905,-0.12468,0.65235,0.83903,-0.59211,0.6163,0.86556,-0.08112,0.6982,0.82288,-0.58861,0.65362,0.85352,-0.08172,0.69387,0.90248,-0.73881,0.68657,0.92289,-0.19666
lay,0.10843,0.79493,-0.23952,0.09309,0.78406,-0.26586,0.09213,0.7806,-0.2658,0.09123,0.77693,-0.26594,0.09378,0.78728,-0.21087,0.09323,0.78629,-0.21088,0.09255,0.78538,-0.21091,0.09896,0.75212,-0.29233,0.09788,0.76338,-0.041,0.124,0.78467,-0.24491,0.1259,0.78878,-0.17236,0.20317,0.69108,-0.35942,0.19822,0.77877,0.09584,0.31737,0.75071,-0.6687,0.24511,0.82677,-0.12049,0.16153,0.78876,-0.79326,0.13338,0.83622,-0.53138,0.11869,0.79642,-0.8567,0.09662,0.84048,-0.58438,0.11663,0.77736,-0.82766,0.09175,0.83524,-0.57801,0.1263,0.77696,-0.78586,0.10526,0.83137,-0.54555,0.45391,0.71194,-0.16131,0.43681,0.76794,0.16127,0.37075,0.82769,-0.65472,0.33352,0.85946,-0.07878,0.61639,0.84289,-0.60387,0.56283,0.88,-0.07174,0.65341,0.82867,-0.59977,0.60457,0.85926,-0.0768,0.67077,0.90728,-0.75372,0.62028,0.9517,-0.19556
lay,0.03163,0.80674,-0.13687,0.00777,0.79565,-0.17629,0.00773,0.79147,-0.17636,0.00769,0.78703,-0.17654,0.00684,0.79963,-0.11794,0.00622,0.79855,-0.1179,0.00559,0.79752,-0.11796,0.01579,0.76182,-0.2441,0.01201,0.77188,0.01939,0.05342,0.79534,-0.15717,0.05362,0.79913,-0.08067,0.11644,0.71438,-0.34469,0.12413,0.76514,0.19386,0.25226,0.76228,-0.61299,0.20068,0.80966,0.18079,0.09865,0.82745,-0.73076,0.09973,0.83451,-0.02123,0.06175,0.83407,-0.7927,0.04213,0.84569,-0.03956,0.04945,0.82738,-0.76022,0.03675,0.83978,-0.04768,0.06356,0.82124,-0.72147,0.05542,0.83527,-0.03472,0.39527,0.72698,-0.19683,0.38716,0.7623,0.19676,0.31815,0.89637,-0.43195,0.2947,0.91239,0.13726,0.56019,0.85761,-0.32965,0.51799,0.8697,0.15163,0.59336,0.83272,-0.31045,0.55452,0.84734,0.15081,0.65553,0.91803,-0.31737,0.59759,0.92018,0.12334
lay,0.12807,0.65609,0.10405,0.11177,0.66659,0.12345,0.11192,0.66713,0.12339,0.11212,0.66763,0.12323,0.11122,0.66927,0.07677,0.11093,0.67176,0.07668,0.11073,0.67435,0.07642,0.12114,0.67841,0.22884,0.1196,0.69047,0.01295,0.14585,0.65632,0.14575,0.14463,0.6592,0.08219,0.23359,0.67753,0.38285,0.1801,0.72075,-0.14127,0.32001,0.68689,0.86144,0.18752,0.78857,-0.5248,0.39374,0.6699,1.31863,0.18091,0.86852,-0.88986,0.41502,0.66807,1.43511,0.17493,0.90223,-0.95476,0.41311,0.66946,1.38602,0.18227,0.90037,-0.96062,0.40483,0.66993,1.31233,0.19088,0.88689,-0.90188,0.48196,0.71786,0.15993,0.43409,0.74382,-0.16001,0.6734,0.72475,0.00321,0.52197,0.65878,-0.23744,0.87711,0.7633,-0.0837,0.58315,0.79939,-0.06617,0.90264,0.78557,-0.10103,0.57013,0.82534,-0.04738,0.93977,0.7288,-0.23081,0.66678,0.83028,-0.09039
lay,0.13831,0.65176,0.10266,0.12404,0.65976,0.13127,0.12429,0.66,0.13118,0.12463,0.66025,0.13108,0.1237,0.66314,0.10481,0.12371,0.66565,0.10469,0.12389,0.66829,0.10454,0.13407,0.67161,0.26743,0.13288,0.68436,0.1402,0.15563,0.6533,0.15464,0.15677,0.65776,0.11659,0.26596,0.66182,0.40202,0.19896,0.71798,0.01383,0.36163,0.67617,0.62882,0.19555,0.78293,-0.29414,0.446,0.6638,0.75943,0.1801,0.85958,-0.66132,0.47119,0.65932,0.81053,0.17226,0.88472,-0.72091,0.46971,0.65957,0.76719,0.17395,0.88188,-0.72942,0.4611,0.66377,0.74502,0.18128,0.87304,-0.67639,0.48138,0.69961,0.12124,0.43392,0.75125,-0.1211,0.68235,0.71013,-0.01052,0.55954,0.74053,-0.44984,0.88248,0.75917,-0.05986,0.7316,0.84041,-0.5034,0.91005,0.78048,-0.07571,0.75633,0.87161,-0.50646,0.97459,0.73982,-0.20476,0.82048,0.86692,-0.64379
lay,0.14307,0.65062,0.10803,0.12688,0.65839,0.13649,0.12714,0.65857,0.13641,0.12745,0.65877,0.13633,0.12648,0.66229,0.10988,0.12642,0.6651,0.10975,0.12642,0.66782,0.10963,0.1366,0.67154,0.27334,0.13477,0.6831,0.14403,0.16122,0.65148,0.15888,0.16148,0.65661,0.12095,0.26467,0.66143,0.38354,0.20396,0.71582,0.02248,0.3729,0.67472,0.56533,0.20839,0.78347,-0.26335,0.46019,0.65977,0.63686,0.18728,0.85755,-0.62015,0.4878,0.65624,0.66998,0.18169,0.88327,-0.67877,0.48596,0.65638,0.61564,0.1819,0.87886,-0.68869,0.47425,0.65954,0.61553,0.18729,0.87027,-0.63648,0.4887,0.69739,0.09022,0.44346,0.75274,-0.09005,0.66564,0.71498,0.00317,0.61268,0.81392,-0.36841,0.89025,0.75875,-0.05297,0.84565,0.89761,-0.47716,0.9178,0.78301,-0.06848,0.87396,0.8975,-0.48787,0.97883,0.7302,-0.20049,0.96866,0.93169,-0.66992
lay,0.14213,0.63951,0.09774,0.12603,0.64764,0.12265,0.12629,0.64807,0.12252,0.12656,0.64858,0.1224,0.12518,0.65097,0.09861,0.12473,0.65368,0.09848,0.12435,0.65632,0.09834,0.13564,0.66238,0.24575,0.13279,0.67194,0.12914,0.16046,0.64083,0.14358,0.16013,0.64524,0.10938,0.27027,0.6521,0.34411,0.2018,0.70365,0.01726,0.37646,0.6593,0.50949,0.20103,0.77026,-0.25348,0.45043,0.63346,0.57405,0.18595,0.83338,-0.60673,0.47731,0.6269,0.60107,0.18063,0.85757,-0.66361,0.47457,0.62542,0.54743,0.18267,0.85268,-0.67187,0.46462,0.63093,0.55256,0.1886,0.84492,-0.62222,0.48514,0.68873,0.08097,0.4373,0.74322,-0.08074,0.66137,0.70722,-0.04522,0.60482,0.80516,-0.29858,0.88176,0.75478,-0.12839,0.83498,0.89059,-0.3827,0.90615,0.78206,-0.14605,0.8605,0.89039,-0.39056,0.97435,0.72925,-0.27157,0.9545,0.92326,-0.55258
lay,0.11557,0.64964,0.1458,0.10205,0.656,0.17793,0.10257,0.65593,0.17779,0.10335,0.6559,0.17763,0.10168,0.66006,0.15511,0.10181,0.6629,0.15506,0.10217,0.66591,0.15502,0.11494,0.66724,0.31805,0.11254,0.68237,0.21019,0.13608,0.65047,0.19794,0.13615,0.65567,0.16627,0.25287,0.65704,0.40645,0.18915,0.71192,0.11186,0.34341,0.65518,0.57484,0.20344,0.77407,-0.17348,0.37465,0.58616,0.63411,0.15443,0.76901,-0.54262,0.39067,0.56779,0.65256,0.14221,0.7656,-0.59798,0.38682,0.56412,0.59724,0.14296,0.75698,-0.59612,0.38267,0.57068,0.61201,0.14918,0.75553,-0.55209,0.46617,0.69014,0.06674,0.42126,0.74608,-0.06645,0.65055,0.71005,-0.03308,0.59094,0.8016,-0.36207,0.87487,0.75444,-0.09414,0.82342,0.88904,-0.49184,0.90144,0.77663,-0.11015,0.85093,0.8859,-0.50611,0.96416,0.7249,-0.24019,0.94428,0.91624,-0.67792
lay,0.12402,0.67027,0.16303,0.10896,0.66878,0.20013,0.10954,0.66738,0.20002,0.11017,0.66583,0.19987,0.10602,0.6762,0.16848,0.10449,0.68028,0.16848,0.10307,0.68435,0.16838,0.11658,0.67184,0.3727,0.10722,0.69941,0.22832,0.13931,0.66887,0.23056,0.13681,0.67917,0.18743,0.22965,0.6566,0.46322,0.18455,0.72471,0.1449,0.29735,0.5976,0.31968,0.20534,0.71815,0.08322,0.18111,0.62866,0.19747,0.11562,0.68993,0.24229,0.15927,0.63786,0.17381,0.09787,0.68499,0.2554,0.15442,0.64592,0.23575,0.10094,0.68732,0.24508,0.16017,0.64583,0.21685,0.10873,0.68749,0.24433,0.46049,0.69201,0.08699,0.42395,0.74553,-0.08702,0.65958,0.70665,-0.0573,0.58863,0.79574,-0.40854,0.87145,0.75497,-0.13608,0.8212,0.88754,-0.58425,0.89772,0.7791,-0.14972,0.84607,0.89405,-0.60455,0.95677,0.71951,-0.28429,0.93961,0.92238,-0.79164
lay,0.12318,0.66315,0.22789,0.11067,0.66479,0.26919,0.11226,0.66282,0.26907,0.11407,0.66062,0.26897,0.10755,0.67294,0.23991,0.10705,0.67686,0.23981,0.10666,0.68067,0.23954,0.12533,0.66697,0.42665,0.1167,0.6959,0.29204,0.14226,0.66038,0.28487,0.13848,0.66856,0.24442,0.23663,0.65421,0.47269,0.18546,0.71014,0.21224,0.23524,0.59687,0.30187,0.16718,0.67357,0.28061,0.15236,0.64847,0.18185,0.1292,0.67711,0.64798,0.12801,0.66646,0.15276,0.10091,0.68266,0.68336,0.12728,0.66959,0.21926,0.11603,0.68637,0.6614,0.13321,0.66619,0.20017,0.1212,0.68647,0.64686,0.46962,0.69075,0.07267,0.41879,0.74737,-0.07298,0.65221,0.70843,-0.06158,0.58854,0.79991,-0.40037,0.87369,0.75779,-0.16267,0.82701,0.89133,-0.56524,0.89901,0.78183,-0.17979,0.85249,0.89386,-0.5847,0.96625,0.72863,-0.34063,0.95021,0.92578,-0.78967
lay,0.12569,0.65956,0.19931,0.11126,0.661,0.23912,0.11215,0.65998,0.239,0.11319,0.65876,0.23887,0.1083,0.66733,0.20806,0.10724,0.6709,0.20805,0.1062,0.67435,0.20788,0.1222,0.66558,0.4106,0.11231,0.69033,0.26702,0.14243,0.65888,0.26482,0.14038,0.66592,0.22196,0.22405,0.65302,0.47459,0.18596,0.71339,0.17469,0.27297,0.59275,0.28844,0.17033,0.69754,0.08141,0.17153,0.63127,0.14254,0.10523,0.68483,0.18354,0.14509,0.6467,0.1132,0.08929,0.68323,0.18575,0.1436,0.65223,0.16798,0.09787,0.68469,0.17092,0.15053,0.64998,0.15842,0.10478,0.68463,0.18133,0.46697,0.69079,0.08336,0.42575,0.74429,-0.08345,0.65768,0.7084,-0.0205,0.59115,0.79689,-0.39273,0.87551,0.75381,-0.10098,0.82745,0.89123,-0.53958,0.90576,0.77445,-0.11585,0.85495,0.89346,-0.55765,0.95611,0.72528,-0.25461,0.94725,0.92756,-0.75524
lay,0.11905,0.66629,0.25583,0.10808,0.66753,0.29494,0.1102,0.66528,0.29484,0.11238,0.66285,0.29469,0.10341,0.67586,0.27163,0.10253,0.67941,0.27155,0.1017,0.68286,0.27136,0.12281,0.66545,0.4452,0.11172,0.69439,0.33846,0.1374,0.66214,0.31074,0.13184,0.67018,0.27822,0.22558,0.65029,0.49228,0.18815,0.71269,0.26813,0.20939,0.5903,0.43677,0.16535,0.67943,0.3423,0.13618,0.64539,0.50872,0.10173,0.69053,0.69614,0.10897,0.66283,0.50389,0.07722,0.69096,0.72374,0.10517,0.6678,0.56147,0.08451,0.69693,0.70897,0.1139,0.66459,0.52955,0.09213,0.69566,0.69562,0.46087,0.68638,0.05792,0.41931,0.74379,-0.05802,0.65702,0.70136,-0.09161,0.58531,0.79692,-0.35398,0.87411,0.75631,-0.20898,0.81741,0.88875,-0.50319,0.9003,0.77981,-0.22705,0.84151,0.89023,-0.52009,0.96064,0.7317,-0.37741,0.94313,0.92371,-0.70039
lay,0.11321,0.65664,0.14098,0.09966,0.65524,0.1713,0.10086,0.65411,0.1712,0.10213,0.6529,0.17102,0.09458,0.6612,0.13993,0.09198,0.66479,0.13994,0.08934,0.66866,0.13986,0.10884,0.66151,0.3249,0.09267,0.68659,0.17587,0.13026,0.65799,0.2011,0.12668,0.66538,0.15641,0.22019,0.66299,0.42474,0.16439,0.7122,0.11519,0.30144,0.60647,0.36027,0.15463,0.70251,0.0242,0.1851,0.59581,0.30452,0.07412,0.68827,0.11388,0.16105,0.59125,0.29909,0.05747,0.68371,0.12005,0.15511,0.59907,0.34609,0.06305,0.68644,0.12322,0.1613,0.60446,0.32037,0.07146,0.68432,0.11733,0.46469,0.69359,0.07327,0.42577,0.74698,-0.07329,0.64445,0.70888,-0.01989,0.58134,0.7985,-0.4272,0.8633,0.75296,-0.11974,0.81667,0.89169,-0.62489,0.89133,0.77677,-0.1348,0.84605,0.89172,-0.64545,0.95308,0.72523,-0.25326,0.94161,0.92379,-0.82375
lay,0.09211,0.65206,0.10623,0.07514,0.65954,0.13084,0.07558,0.6601,0.13078,0.07599,0.66067,0.13071,0.07299,0.6625,0.10198,0.07205,0.66514,0.10193,0.07124,0.66784,0.10185,0.0851,0.67617,0.24717,0.07997,0.68418,0.11034,0.11258,0.65512,0.14853,0.11024,0.65892,0.10893,0.21332,0.66781,0.31952,0.1519,0.70153,0.04831,0.30783,0.6757,0.45315,0.0953,0.72587,0.04406,0.39985,0.64951,0.48811,0.11284,0.71069,0.27487,0.42289,0.64477,0.49652,0.11485,0.7094,0.28246,0.42419,0.64429,0.44903,0.11933,0.70529,0.31389,0.41844,0.64734,0.46515,0.11828,0.70507,0.28489,0.46346,0.69152,0.06888,0.41282,0.74143,-0.06889,0.63998,0.70228,-0.0454,0.56969,0.79679,-0.39935,0.85168,0.75038,-0.14507,0.80261,0.88512,-0.49907,0.87804,0.77344,-0.16296,0.83145,0.88084,-0.50853,0.94608,0.72312,-0.29153,0.92459,0.91986,-0.67415
lay,0.10835,0.65833,0.10965,0.09152,0.66692,0.13754,0.09172,0.66762,0.13741,0.09198,0.6685,0.13731,0.09047,0.66984,0.10414,0.09001,0.67249,0.10413,0.08964,0.67524,0.10408,0.10341,0.6862,0.26604,0.09998,0.69304,0.10623,0.12832,0.66058,0.15802,0.12859,0.66454,0.11148,0.2395,0.6824,0.36477,0.16659,0.70838,-0.00344,0.35223,0.69424,0.44572,0.17937,0.75469,-0.18042,0.42706,0.66768,0.41607,0.19474,0.71652,-0.23418,0.45578,0.66108,0.41816,0.19543,0.71874,-0.25502,0.45466,0.66017,0.37705,0.21207,0.71465,-0.22345,0.44345,0.66327,0.39454,0.21069,0.71776,-0.22564,0.47355,0.71777,0.12515,0.42126,0.74904,-0.12514,0.6674,0.70949,-0.04542,0.59209,0.74504,-0.45095,0.86886,0.76808,-0.12297,0.78647,0.87338,-0.57557,0.89557,0.7876,-0.13903,0.79579,0.89194,-0.5858,0.96971,0.74672,-0.24931,0.91484,0.90216,-0.72463
lay,0.10567,0.66066,0.17576,0.08964,0.66818,0.19642,0.09004,0.66884,0.19621,0.09042,0.66957,0.19602,0.08803,0.67025,0.16512,0.08701,0.67231,0.16512,0.08589,0.67442,0.16505,0.09942,0.68499,0.28946,0.09245,0.68995,0.13914,0.12321,0.66332,0.21039,0.12223,0.66599,0.16641,0.23486,0.68711,0.35826,0.14217,0.70438,0.02796,0.33697,0.70471,0.50047,0.14881,0.72727,-0.10188,0.411,0.67143,0.5399,0.17073,0.69739,-0.0819,0.43712,0.66415,0.54479,0.19084,0.68512,-0.09207,0.43591,0.6617,0.50002,0.18988,0.67837,-0.07036,0.4244,0.66763,0.519,0.18966,0.68226,-0.07426,0.45097,0.71664,0.12604,0.40573,0.74828,-0.12608,0.66279,0.70104,-0.03661,0.55371,0.72651,-0.37579,0.85005,0.76905,-0.10852,0.7059,0.85966,-0.47234,0.86268,0.79168,-0.12256,0.70844,0.87723,-0.47668,0.95268,0.77298,-0.20545,0.83063,0.89945,-0.5555
